CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography
537,38.0,1,96939.06,1,1.0,1.0,102606.92,Spain
445,64.0,2,136770.67,1,0.0,1.0,43678.06,France
430,38.0,9,0.0,2,1.0,1.0,12050.77,France
825,35.0,6,118336.95,1,1.0,0.0,26342.33,Germany
690,40.0,9,77641.99,1,0.0,0.0,189051.59,France
493,46.0,4,0.0,2,1.0,0.0,1907.66,France
532,60.0,5,76705.87,2,0.0,1.0,13889.73,France
616,41.0,1,103560.57,1,1.0,0.0,236.45,Germany
702,45.0,9,74989.58,1,1.0,1.0,171014.69,France
703,26.0,1,97331.19,1,1.0,0.0,63717.49,Germany
591,34.0,3,96127.27,1,0.0,0.0,30972.06,France
583,24.0,9,135125.28,1,0.0,0.0,89801.9,France
612,33.0,5,69478.57,1,1.0,0.0,8973.67,Spain
643,46.0,6,0.0,2,0.0,0.0,106781.59,France
675,35.0,8,0.0,2,1.0,1.0,56642.97,France
728,29.0,1,0.0,1,1.0,1.0,83056.22,Spain
592,37.0,4,212692.97,1,0.0,0.0,176395.02,France
592,38.0,4,0.0,2,1.0,0.0,35338.96,France
736,29.0,9,0.0,2,0.0,0.0,176152.7,France
645,37.0,7,0.0,2,1.0,0.0,13589.93,Spain
706,56.0,3,139603.22,1,1.0,1.0,86383.61,Germany
539,36.0,6,0.0,3,1.0,1.0,118959.64,Spain
750,34.0,9,112822.26,1,0.0,0.0,150401.53,Spain
712,40.0,3,109308.79,2,1.0,0.0,120158.72,Germany
744,35.0,7,0.0,2,1.0,1.0,43036.6,Spain
747,27.0,10,0.0,2,0.0,0.0,13007.89,France
545,44.0,1,0.0,2,1.0,1.0,82614.89,Spain
613,38.0,9,126265.88,2,0.0,0.0,15859.95,Germany
705,23.0,5,0.0,2,1.0,1.0,73131.73,Spain
537,38.0,1,0.0,2,0.0,1.0,41233.97,Spain
601,40.0,10,98627.13,2,0.0,0.0,77977.69,France
850,36.0,5,119984.07,1,1.0,0.0,191535.11,Germany
546,29.0,5,0.0,1,1.0,1.0,94823.95,France
651,45.0,10,135923.16,1,1.0,0.0,18732.84,Spain
710,31.0,5,0.0,2,1.0,0.0,9561.73,Spain
730,27.0,5,0.0,2,1.0,1.0,116081.93,France
559,40.0,5,139129.44,1,0.0,1.0,32635.54,Spain
579,39.0,2,151963.26,2,1.0,0.0,158948.63,Spain
535,27.0,6,0.0,2,0.0,1.0,49775.58,France
556,51.0,8,61354.14,1,1.0,0.0,198810.65,France
644,33.0,8,0.0,2,1.0,1.0,155294.17,France
790,24.0,7,107418.27,1,0.0,1.0,160450.21,Germany
850,51.0,4,124425.99,1,0.0,0.0,118545.49,Germany
800,38.0,2,168190.33,2,1.0,0.0,68052.08,France
619,33.0,2,167733.51,2,1.0,1.0,65222.48,France
714,31.0,6,152926.6,1,1.0,1.0,50899.91,Spain
507,31.0,2,134237.07,1,1.0,1.0,166423.66,Germany
670,68.0,4,0.0,2,1.0,1.0,11426.7,France
450,25.0,9,74237.2,2,0.0,1.0,195463.35,Spain
496,31.0,5,0.0,2,1.0,0.0,93713.13,France
752,36.0,1,86837.95,1,1.0,1.0,105280.55,France
623,33.0,2,80002.33,1,1.0,1.0,104079.62,Germany
570,42.0,0,107856.57,2,1.0,0.0,127528.84,Germany
566,21.0,3,0.0,2,1.0,1.0,3626.47,France
659,36.0,2,76190.48,2,1.0,1.0,149066.14,Germany
732,36.0,7,0.0,2,1.0,1.0,60830.24,France
636,44.0,2,0.0,2,0.0,0.0,86414.41,France
749,66.0,6,182532.23,2,1.0,1.0,195429.92,Germany
610,27.0,9,159561.93,1,0.0,1.0,103381.47,France
802,31.0,1,125013.72,1,1.0,1.0,187658.09,Germany
584,29.0,4,0.0,2,1.0,0.0,88866.92,Spain
594,32.0,4,120074.97,2,1.0,1.0,162961.79,Germany
724,28.0,9,0.0,2,1.0,1.0,100240.2,France
778,38.0,3,145018.49,2,1.0,1.0,126702.41,France
588,32.0,3,109109.33,1,0.0,1.0,4993.94,Spain
419,27.0,2,121580.42,1,0.0,1.0,134720.51,Spain
696,27.0,2,96129.32,2,1.0,1.0,5983.7,Germany
754,39.0,7,157691.98,2,1.0,0.0,133600.89,Spain
645,31.0,1,128927.93,1,1.0,1.0,2850.01,Germany
658,36.0,8,174060.46,1,1.0,1.0,94925.62,France
669,43.0,1,160474.59,1,1.0,1.0,95963.14,France
673,38.0,2,170061.92,2,0.0,0.0,134901.34,France
671,34.0,5,164757.56,1,1.0,0.0,110748.88,France
674,45.0,7,142072.02,1,1.0,0.0,37013.29,France
711,32.0,5,0.0,2,1.0,1.0,147720.27,Spain
593,36.0,2,70181.48,2,1.0,0.0,80608.12,France
605,56.0,1,74129.18,2,1.0,1.0,62199.78,Germany
528,29.0,9,170214.23,2,1.0,0.0,49284.0,Germany
540,42.0,9,87271.41,2,1.0,0.0,172572.64,Germany
705,25.0,0,97544.29,1,0.0,1.0,59887.15,France
421,34.0,2,0.0,2,1.0,1.0,96615.23,France
684,32.0,3,102630.13,2,1.0,1.0,127433.47,Germany
615,32.0,1,0.0,2,0.0,0.0,2139.25,France
730,26.0,3,0.0,1,1.0,0.0,34542.41,Spain
543,35.0,5,137482.19,1,0.0,0.0,62389.35,France
654,37.0,5,112146.12,1,1.0,0.0,75927.35,Germany
775,60.0,7,0.0,2,1.0,1.0,111558.7,France
649,38.0,8,0.0,1,1.0,0.0,103760.53,Spain
749,40.0,1,139290.41,1,1.0,0.0,182855.42,France
765,51.0,3,123372.3,1,1.0,1.0,115429.32,France
421,28.0,8,122384.22,3,1.0,1.0,89017.38,Germany
629,61.0,6,0.0,2,1.0,1.0,133672.61,France
584,26.0,0,146286.22,1,1.0,0.0,105105.35,France
664,32.0,10,107209.73,1,1.0,1.0,112340.2,France
790,46.0,2,131365.37,2,1.0,1.0,180290.68,Spain
578,59.0,10,185966.64,1,0.0,0.0,9445.42,France
690,44.0,9,100368.63,2,0.0,0.0,35342.33,Germany
655,34.0,4,109783.69,2,1.0,0.0,134034.32,Spain
529,44.0,1,0.0,2,0.0,0.0,14161.3,Spain
426,34.0,9,0.0,2,1.0,0.0,107876.91,France
850,36.0,0,164850.54,1,1.0,1.0,62722.44,France
614,51.0,3,0.0,2,1.0,1.0,5552.37,France
769,48.0,2,96542.16,2,0.0,1.0,197885.72,France
632,31.0,3,136556.44,1,1.0,0.0,82152.83,Spain
653,36.0,3,0.0,2,0.0,0.0,110525.6,Spain
736,50.0,9,116309.01,1,1.0,0.0,185360.4,Germany
691,30.0,9,0.0,1,1.0,0.0,49594.02,France
749,34.0,2,0.0,1,0.0,0.0,174189.04,Spain
691,41.0,8,109153.96,3,1.0,1.0,148848.76,Germany
613,33.0,3,155736.42,2,1.0,1.0,57751.21,Germany
553,41.0,6,144974.55,1,1.0,1.0,19344.92,Spain
661,26.0,8,0.0,2,0.0,0.0,196875.87,France
815,57.0,5,0.0,3,0.0,0.0,38941.44,Spain
655,28.0,3,113811.85,2,0.0,1.0,76844.23,Spain
515,48.0,5,129387.94,1,0.0,1.0,147955.91,France
525,33.0,1,112833.35,1,0.0,1.0,175178.56,France
546,36.0,7,85660.96,1,0.0,0.0,134778.01,Spain
772,30.0,4,78653.05,1,1.0,0.0,1790.48,Spain
539,38.0,8,71460.67,2,1.0,1.0,10074.05,Spain
597,40.0,9,106756.01,2,1.0,0.0,151167.94,Germany
551,38.0,10,0.0,2,1.0,1.0,216.27,France
691,28.0,1,0.0,2,0.0,0.0,92865.41,France
721,57.0,1,0.0,1,1.0,1.0,195940.96,Spain
504,32.0,8,206663.75,1,0.0,0.0,16281.94,France
742,29.0,4,0.0,2,1.0,1.0,180066.59,France
553,48.0,3,0.0,1,0.0,1.0,30730.95,Spain
635,53.0,8,117005.55,1,0.0,1.0,123646.57,Germany
737,33.0,4,0.0,2,1.0,0.0,115115.32,France
736,42.0,7,117280.23,3,0.0,0.0,41921.06,France
592,28.0,5,137222.77,1,0.0,0.0,39608.58,France
470,31.0,2,101675.22,2,1.0,0.0,45033.75,Spain
683,38.0,5,127616.56,1,1.0,0.0,123846.07,France
439,36.0,2,165536.28,2,1.0,1.0,123956.83,France
636,20.0,10,124266.86,1,0.0,0.0,100566.81,France
730,45.0,6,152880.97,1,0.0,0.0,162478.11,Germany
716,39.0,10,115301.31,1,1.0,0.0,43527.4,Germany
634,52.0,1,0.0,2,1.0,1.0,176913.42,Spain
576,55.0,6,44582.07,3,0.0,1.0,67539.85,France
757,31.0,10,39539.39,2,0.0,0.0,192519.39,France
479,51.0,1,107714.74,3,1.0,0.0,86128.21,Germany
590,30.0,3,0.0,2,1.0,0.0,83090.35,Spain
526,36.0,1,0.0,1,1.0,0.0,160696.72,France
671,34.0,5,130929.02,4,1.0,1.0,28238.25,Spain
598,64.0,9,0.0,1,0.0,1.0,13181.37,France
446,51.0,4,105056.13,1,0.0,0.0,70613.52,France
722,29.0,9,0.0,2,1.0,1.0,142033.07,Spain
574,43.0,3,141349.43,1,1.0,1.0,100187.43,Germany
708,40.0,8,83015.71,1,1.0,0.0,101089.76,Spain
577,28.0,7,0.0,1,1.0,0.0,143274.41,Spain
554,40.0,4,0.0,1,0.0,1.0,168780.04,France
626,29.0,4,105767.28,2,0.0,0.0,41104.82,France
605,30.0,9,135422.31,1,0.0,1.0,186418.85,France
542,43.0,8,145618.37,1,0.0,1.0,10350.74,France
605,36.0,7,128829.25,1,1.0,0.0,190588.59,France
634,41.0,8,68213.99,1,1.0,1.0,6382.46,France
488,34.0,2,0.0,2,1.0,1.0,181270.84,France
643,32.0,2,0.0,1,0.0,0.0,131301.74,Spain
714,35.0,6,126077.43,2,1.0,1.0,53954.24,Germany
758,35.0,7,0.0,2,1.0,0.0,77951.84,France
750,37.0,1,133199.71,2,1.0,1.0,27366.77,Germany
689,67.0,9,157094.78,1,1.0,1.0,99490.01,Germany
835,56.0,2,0.0,2,1.0,1.0,39820.13,France
733,36.0,5,0.0,2,1.0,1.0,109127.54,France
446,32.0,8,0.0,2,0.0,0.0,133292.94,France
536,61.0,8,65190.29,1,1.0,1.0,64308.49,France
850,33.0,10,0.0,1,1.0,0.0,4861.72,France
639,42.0,4,0.0,2,0.0,0.0,167682.37,France
628,51.0,9,155903.82,2,1.0,1.0,71159.84,Germany
632,39.0,5,97854.37,2,1.0,0.0,93536.38,Spain
619,28.0,6,99152.73,2,1.0,0.0,48475.12,Germany
735,38.0,7,86131.71,2,0.0,0.0,93478.96,Spain
724,69.0,5,117866.92,1,1.0,1.0,62280.91,France
580,36.0,3,74974.89,1,1.0,1.0,12099.67,Germany
634,46.0,5,123642.36,1,1.0,1.0,49725.16,Germany
692,30.0,7,0.0,2,1.0,1.0,18826.34,France
734,47.0,10,91522.04,2,1.0,1.0,138835.91,Germany
711,39.0,3,152462.79,1,1.0,0.0,90305.97,France
558,41.0,6,0.0,1,1.0,1.0,143585.29,France
850,32.0,7,0.0,2,0.0,0.0,155227.0,France
586,38.0,2,0.0,2,1.0,0.0,87168.46,France
693,45.0,4,0.0,2,1.0,1.0,26589.56,Spain
719,38.0,0,0.0,1,1.0,0.0,126876.47,Spain
434,58.0,9,125801.03,2,1.0,0.0,60891.8,Germany
697,34.0,2,126558.92,1,1.0,0.0,73334.43,France
707,30.0,8,0.0,2,1.0,0.0,33159.37,France
628,27.0,5,95826.49,2,1.0,0.0,155996.96,Germany
597,60.0,0,78539.84,1,0.0,1.0,48502.88,Germany
732,36.0,9,0.0,1,0.0,0.0,3749.0,France
801,32.0,4,75170.54,1,1.0,1.0,37898.5,France
695,32.0,9,0.0,3,0.0,1.0,38533.79,Spain
627,40.0,10,0.0,2,1.0,1.0,194792.42,Spain
496,30.0,0,90963.49,1,0.0,1.0,27802.0,France
773,42.0,8,152324.66,2,1.0,0.0,171733.22,Germany
554,35.0,6,117707.18,2,0.0,0.0,95277.15,France
773,41.0,5,0.0,1,1.0,0.0,28266.9,Spain
544,30.0,4,73218.89,1,0.0,1.0,126796.69,France
749,28.0,3,0.0,1,1.0,0.0,3408.7,Spain
599,58.0,4,0.0,1,0.0,0.0,176407.15,France
658,38.0,6,102895.1,1,0.0,0.0,155665.76,France
613,28.0,7,76656.4,2,1.0,1.0,185483.24,Germany
633,34.0,3,123034.43,2,1.0,1.0,38315.04,France
653,30.0,2,88243.29,2,1.0,1.0,96658.26,Spain
721,55.0,3,44020.89,1,1.0,0.0,65864.4,France
678,41.0,2,148088.11,1,1.0,0.0,14083.12,France
691,24.0,6,0.0,2,1.0,1.0,92811.2,France
574,37.0,7,0.0,2,1.0,0.0,32262.28,Spain
730,39.0,6,140094.59,1,1.0,0.0,172450.04,Spain
592,27.0,3,0.0,2,1.0,1.0,19645.65,France
724,54.0,8,172192.49,1,1.0,1.0,136902.01,Germany
566,63.0,2,120787.18,2,1.0,1.0,52198.84,Spain
576,39.0,9,84719.98,1,0.0,0.0,191063.36,France
425,39.0,5,0.0,2,1.0,0.0,140941.47,Spain
615,36.0,6,0.0,1,1.0,1.0,27011.8,France
714,34.0,5,0.0,2,1.0,0.0,193040.32,Spain
553,42.0,7,0.0,2,1.0,0.0,7680.23,Spain
655,41.0,5,0.0,1,0.0,0.0,36548.0,France
709,62.0,3,0.0,2,1.0,1.0,82195.15,Spain
628,45.0,9,0.0,2,1.0,1.0,96862.56,France
660,35.0,6,100768.77,1,1.0,0.0,19199.61,France
586,46.0,0,0.0,3,0.0,1.0,131553.82,France
817,46.0,0,89087.89,1,0.0,1.0,87941.85,Germany
510,26.0,6,136214.08,1,0.0,0.0,159742.33,France
516,31.0,7,0.0,1,1.0,0.0,47018.75,Spain
640,29.0,3,0.0,2,1.0,0.0,2743.69,France
741,53.0,3,0.0,2,1.0,1.0,38913.68,Spain
589,38.0,8,92219.21,1,1.0,0.0,99106.97,Germany
579,43.0,2,145843.82,1,1.0,1.0,198402.37,Spain
576,28.0,1,119336.29,2,0.0,1.0,58976.85,Germany
684,40.0,6,137326.65,1,1.0,0.0,186976.6,Germany
652,33.0,7,128135.99,1,1.0,0.0,158437.73,Germany
803,31.0,9,157120.86,2,1.0,0.0,141300.53,France
646,43.0,8,143061.88,1,1.0,0.0,61937.6,France
803,41.0,9,137742.9,2,1.0,1.0,166957.82,Germany
777,29.0,2,0.0,2,1.0,0.0,124489.88,France
645,49.0,5,110132.55,3,0.0,1.0,187689.91,Spain
460,27.0,7,0.0,2,1.0,0.0,156150.08,France
550,31.0,5,142200.19,2,1.0,1.0,122221.71,France
647,40.0,9,0.0,2,0.0,1.0,92357.21,France
692,54.0,5,0.0,2,1.0,1.0,88721.84,France
666,32.0,10,112536.57,2,1.0,1.0,34350.54,France
638,55.0,2,155828.22,1,0.0,1.0,108987.25,Spain
558,38.0,8,113000.92,1,1.0,1.0,152872.39,France
673,41.0,9,98612.1,1,1.0,0.0,151349.35,Germany
452,32.0,5,0.0,2,0.0,1.0,75279.39,France
608,37.0,5,146093.39,2,0.0,0.0,160593.41,France
642,26.0,0,0.0,1,0.0,0.0,47472.68,France
665,37.0,3,111911.63,1,1.0,1.0,110359.68,Germany
850,27.0,1,101278.25,2,1.0,1.0,26265.18,Germany
637,40.0,6,0.0,2,1.0,1.0,181610.6,Spain
785,61.0,4,129855.72,2,1.0,0.0,170214.82,Spain
794,37.0,9,0.0,2,1.0,0.0,68008.85,Spain
850,50.0,10,0.0,2,1.0,1.0,33741.84,Spain
677,37.0,3,88363.03,1,0.0,1.0,117946.3,France
745,36.0,9,0.0,1,1.0,0.0,19605.18,France
584,31.0,5,0.0,2,1.0,0.0,31474.27,France
704,31.0,5,132084.66,3,1.0,1.0,54474.48,France
691,30.0,7,116927.89,1,1.0,0.0,21198.39,Germany
694,30.0,2,0.0,3,0.0,1.0,15039.41,France
812,39.0,5,115730.71,3,1.0,1.0,185599.34,Germany
643,33.0,0,137811.75,1,1.0,1.0,184856.89,France
691,38.0,9,163965.69,2,0.0,1.0,103511.26,Germany
640,34.0,1,137523.02,1,0.0,0.0,24761.36,Spain
706,68.0,4,114386.85,1,1.0,1.0,28601.68,Spain
523,34.0,2,161588.89,1,1.0,1.0,51358.66,France
488,32.0,3,114540.38,1,1.0,0.0,92568.07,Germany
569,30.0,3,139528.23,1,1.0,1.0,33230.37,Spain
594,35.0,2,133853.27,1,1.0,1.0,65361.66,France
553,43.0,6,85200.82,2,1.0,1.0,160574.09,Germany
563,61.0,1,82182.1,1,1.0,0.0,106826.92,Spain
518,59.0,5,138772.15,1,0.0,1.0,123872.0,France
642,38.0,3,0.0,2,0.0,0.0,171463.83,France
844,18.0,2,160980.03,1,0.0,0.0,145936.28,France
695,50.0,8,0.0,1,1.0,0.0,126381.6,France
698,36.0,2,82275.35,2,1.0,1.0,93249.26,France
451,38.0,9,61482.47,1,1.0,1.0,167538.66,Germany
593,40.0,2,0.0,1,1.0,1.0,5194.95,Spain
513,31.0,5,174853.46,1,1.0,0.0,84238.63,Spain
594,56.0,7,0.0,1,1.0,0.0,26215.85,France
637,43.0,3,172196.23,1,1.0,1.0,104769.96,Spain
605,35.0,6,0.0,2,1.0,1.0,45206.57,France
847,41.0,3,101543.51,4,1.0,0.0,16025.17,Germany
536,35.0,4,121520.36,1,0.0,0.0,77178.42,Germany
483,50.0,9,0.0,2,1.0,1.0,111020.24,France
637,32.0,3,0.0,2,1.0,1.0,197827.06,France
794,41.0,7,0.0,2,1.0,1.0,74275.08,France
687,29.0,4,78939.15,1,1.0,0.0,122134.56,Germany
484,34.0,4,148249.54,1,0.0,1.0,33738.27,Germany
549,45.0,6,124240.93,1,1.0,1.0,146372.51,Germany
850,39.0,0,141829.67,1,1.0,1.0,92748.16,Spain
616,59.0,5,153861.1,1,1.0,1.0,17699.48,France
615,66.0,7,0.0,2,1.0,1.0,74580.8,France
488,34.0,3,0.0,2,1.0,1.0,125979.36,France
783,39.0,9,0.0,2,1.0,0.0,143752.77,Spain
759,22.0,5,0.0,1,1.0,0.0,22303.17,France
518,29.0,9,125961.74,2,1.0,0.0,160303.08,Germany
480,39.0,5,121626.9,1,1.0,1.0,82438.13,Spain
769,39.0,8,0.0,1,0.0,1.0,21016.0,France
681,48.0,8,139480.18,1,1.0,1.0,163581.67,Germany
657,38.0,5,123770.46,1,0.0,0.0,47019.66,Germany
826,49.0,0,0.0,1,0.0,0.0,178709.98,France
620,42.0,4,106920.91,1,0.0,1.0,119747.08,Spain
709,30.0,5,0.0,2,0.0,1.0,161388.22,France
634,34.0,8,105302.66,1,1.0,1.0,123164.97,France
613,19.0,5,0.0,1,1.0,1.0,176903.35,Spain
806,48.0,4,164701.68,1,1.0,1.0,21439.49,France
714,63.0,4,138082.16,1,0.0,1.0,166677.54,France
633,29.0,7,0.0,1,1.0,1.0,130224.73,France
487,53.0,4,199689.49,1,1.0,1.0,24207.86,France
784,28.0,2,109960.06,2,1.0,1.0,170829.87,Germany
705,39.0,3,92224.56,1,1.0,1.0,54517.25,France
582,29.0,4,0.0,2,0.0,0.0,156153.27,France
559,45.0,8,24043.45,1,0.0,1.0,169781.45,France
793,32.0,1,96408.98,1,1.0,1.0,138191.81,Germany
476,40.0,4,0.0,2,0.0,0.0,182547.04,France
508,38.0,3,166328.65,2,0.0,1.0,22614.19,France
604,28.0,6,0.0,2,1.0,1.0,69056.26,Spain
622,43.0,8,0.0,2,1.0,0.0,100618.17,France
708,32.0,10,86614.06,2,1.0,1.0,172129.26,France
631,40.0,3,107949.45,1,1.0,0.0,52449.62,Germany
608,38.0,8,103653.51,2,1.0,1.0,137079.86,Germany
850,38.0,1,146343.98,1,0.0,1.0,103902.11,Spain
691,30.0,9,0.0,2,0.0,1.0,10963.04,Spain
583,44.0,8,0.0,2,1.0,1.0,27431.62,France
479,27.0,2,172463.45,1,1.0,1.0,40315.27,Spain
532,37.0,5,0.0,2,0.0,1.0,6761.84,Spain
373,42.0,7,0.0,1,1.0,0.0,77786.37,France
733,30.0,0,83319.28,1,0.0,0.0,57769.2,Spain
526,35.0,5,0.0,2,1.0,1.0,105618.14,Spain
548,57.0,6,76165.65,1,1.0,1.0,133537.53,France
461,28.0,8,0.0,1,1.0,1.0,103349.74,France
714,54.0,4,137986.58,2,0.0,1.0,51308.54,Germany
668,42.0,3,150461.07,1,1.0,0.0,108139.23,France
484,29.0,4,130114.39,1,1.0,0.0,164017.89,France
520,34.0,4,134007.9,1,1.0,1.0,193209.11,France
703,37.0,8,105961.68,2,0.0,1.0,74158.8,France
617,35.0,2,104508.1,1,1.0,1.0,147636.46,France
659,39.0,8,106259.63,2,1.0,1.0,198103.32,Germany
492,29.0,1,144591.96,1,1.0,1.0,196293.76,France
698,27.0,1,94920.71,1,1.0,1.0,40339.9,France
726,50.0,9,94504.35,1,0.0,1.0,5078.9,Germany
654,40.0,6,0.0,1,0.0,0.0,183872.88,France
683,41.0,0,148863.17,1,1.0,1.0,163911.32,Spain
608,37.0,2,130461.02,1,1.0,0.0,21967.15,Spain
717,48.0,7,123764.95,1,1.0,1.0,169952.82,France
534,23.0,5,104822.45,1,0.0,1.0,160176.47,France
461,25.0,6,0.0,2,1.0,1.0,15306.29,Spain
572,26.0,5,0.0,2,1.0,0.0,119381.41,Spain
520,49.0,5,121197.64,1,1.0,0.0,72577.33,France
739,30.0,6,0.0,1,0.0,0.0,122604.44,France
659,48.0,4,123593.22,2,1.0,0.0,82469.06,Germany
616,31.0,3,136789.14,1,1.0,0.0,59346.4,France
640,29.0,5,197200.04,2,1.0,0.0,141453.62,Spain
655,45.0,0,0.0,2,1.0,0.0,166830.71,France
707,35.0,9,0.0,2,1.0,1.0,70403.65,France
656,47.0,1,0.0,2,1.0,1.0,197961.93,Spain
752,48.0,5,116060.08,1,1.0,0.0,156618.38,Spain
724,30.0,7,115315.04,1,1.0,0.0,15216.53,Germany
604,71.0,10,0.0,2,1.0,1.0,129984.2,Spain
576,29.0,7,130575.26,1,0.0,1.0,173629.78,Germany
780,37.0,3,0.0,2,0.0,0.0,182156.81,France
588,30.0,0,110148.49,1,1.0,0.0,5790.9,Germany
573,47.0,4,152522.47,1,0.0,1.0,164038.07,Germany
716,35.0,4,144428.87,1,1.0,0.0,134132.65,France
537,37.0,3,0.0,2,1.0,1.0,20603.32,France
673,65.0,0,0.0,1,1.0,1.0,85733.33,France
651,35.0,0,181821.96,2,0.0,1.0,36923.67,France
602,56.0,3,115895.22,3,1.0,0.0,4176.17,France
622,30.0,2,158584.82,3,1.0,0.0,142342.55,France
711,45.0,1,97486.15,2,1.0,0.0,50610.62,Germany
724,37.0,6,125489.4,1,1.0,0.0,118570.53,Germany
768,49.0,1,133384.66,1,1.0,0.0,102397.22,Germany
594,38.0,4,0.0,2,0.0,0.0,186884.04,France
617,39.0,5,83348.89,3,1.0,0.0,7953.62,Germany
801,46.0,6,0.0,2,1.0,1.0,170008.74,Spain
597,22.0,6,101528.61,1,1.0,0.0,70529.0,Germany
640,75.0,1,106307.91,2,0.0,1.0,113428.77,Germany
807,34.0,1,0.0,1,0.0,0.0,114448.13,France
627,41.0,3,0.0,2,1.0,0.0,132719.8,France
669,29.0,9,0.0,1,1.0,1.0,93901.61,Spain
583,27.0,4,0.0,3,1.0,0.0,163113.41,France
561,31.0,1,81480.27,2,1.0,1.0,65234.6,France
683,29.0,9,0.0,2,1.0,1.0,48849.89,France
707,31.0,2,82787.93,2,0.0,0.0,91423.69,France
827,46.0,1,183276.32,1,1.0,1.0,13460.27,Spain
648,53.0,6,111201.41,1,1.0,1.0,121542.29,Spain
629,33.0,6,0.0,2,1.0,1.0,59129.72,France
703,41.0,6,109941.51,1,1.0,0.0,116267.28,France
518,45.0,8,0.0,2,1.0,1.0,36193.07,France
693,34.0,10,107556.06,2,0.0,0.0,154631.35,Spain
521,39.0,3,146408.68,1,0.0,0.0,72993.67,Spain
682,28.0,10,200724.96,1,0.0,1.0,82872.64,France
657,30.0,1,139762.13,2,1.0,1.0,23317.88,Germany
820,39.0,1,104614.29,1,1.0,0.0,61538.43,France
658,29.0,4,80262.6,1,1.0,1.0,20612.82,France
678,31.0,2,0.0,2,1.0,1.0,58803.28,France
778,33.0,1,0.0,2,1.0,0.0,85439.73,France
645,25.0,0,174400.36,1,1.0,0.0,42669.37,France
576,50.0,8,0.0,2,1.0,1.0,57802.62,France
689,47.0,1,93871.95,3,1.0,0.0,156878.42,France
756,29.0,2,117412.19,2,1.0,0.0,4888.91,Spain
689,39.0,7,0.0,2,0.0,0.0,14917.09,France
606,40.0,6,119501.88,2,1.0,0.0,46774.94,France
602,31.0,7,155271.83,1,1.0,1.0,179446.31,France
758,41.0,10,79857.64,1,1.0,1.0,78088.17,Germany
517,46.0,4,0.0,1,1.0,0.0,22372.78,Spain
771,23.0,7,156123.73,1,1.0,0.0,72990.62,France
724,31.0,2,160997.54,2,0.0,1.0,64831.36,Germany
638,24.0,1,0.0,2,0.0,1.0,162597.15,France
619,31.0,3,141751.82,1,0.0,1.0,61531.86,Spain
657,50.0,9,0.0,2,0.0,0.0,37171.46,France
614,19.0,5,97445.49,2,1.0,0.0,122823.34,France
620,21.0,9,0.0,2,0.0,0.0,154882.79,Spain
732,54.0,0,134249.7,1,0.0,1.0,13404.4,Spain
714,46.0,1,0.0,1,1.0,0.0,152167.79,France
814,31.0,6,87772.52,1,1.0,0.0,188516.45,France
617,34.0,0,131244.65,2,1.0,0.0,183229.02,France
672,28.0,4,167268.98,1,1.0,1.0,169469.3,France
541,37.0,9,118636.92,1,1.0,1.0,73551.44,France
706,43.0,1,0.0,2,1.0,0.0,31962.77,Spain
468,46.0,7,91443.75,1,1.0,0.0,10958.18,France
471,42.0,3,164951.56,1,1.0,0.0,190531.77,France
418,28.0,7,98738.92,1,1.0,0.0,122190.22,France
449,33.0,8,0.0,2,0.0,0.0,156792.89,Spain
529,43.0,0,123815.86,1,1.0,1.0,78463.99,France
568,33.0,7,0.0,2,1.0,0.0,143450.61,France
705,34.0,7,117715.84,1,1.0,0.0,2498.67,France
775,40.0,9,126212.64,1,1.0,0.0,70196.57,France
633,44.0,7,0.0,2,1.0,0.0,29761.29,France
655,36.0,2,147149.59,1,1.0,1.0,87816.86,France
663,33.0,9,0.0,2,0.0,0.0,91514.62,Spain
680,31.0,3,127331.46,3,1.0,1.0,176433.6,Germany
614,40.0,3,113348.5,1,1.0,1.0,77789.01,Spain
804,50.0,4,0.0,1,1.0,1.0,8546.87,France
823,71.0,5,149105.08,1,0.0,1.0,162683.06,France
613,45.0,9,142765.24,2,1.0,0.0,34749.65,Germany
617,58.0,3,119024.75,2,1.0,0.0,35199.24,Germany
417,34.0,7,0.0,2,1.0,0.0,55003.79,France
487,46.0,4,135070.58,2,1.0,1.0,44244.49,Germany
582,46.0,8,67563.31,1,1.0,0.0,44506.09,Spain
586,42.0,6,0.0,2,1.0,1.0,123410.23,Spain
849,41.0,10,84622.13,1,1.0,1.0,198072.16,Germany
687,44.0,7,0.0,3,1.0,0.0,155853.52,Spain
745,46.0,2,122220.19,1,1.0,1.0,118024.1,France
642,41.0,7,115171.71,1,1.0,1.0,37674.47,France
569,34.0,6,144855.34,1,0.0,0.0,196555.32,Spain
774,42.0,2,132193.94,2,1.0,1.0,162865.52,Germany
757,44.0,5,140856.16,2,1.0,0.0,158735.1,Spain
513,48.0,2,0.0,1,1.0,1.0,114709.13,Spain
573,33.0,0,90124.64,1,1.0,0.0,137476.71,France
712,27.0,2,133009.51,1,1.0,0.0,126809.15,France
618,30.0,3,133844.22,1,1.0,1.0,31406.93,France
693,37.0,6,95900.04,1,1.0,1.0,38196.24,Germany
581,40.0,0,101016.53,1,0.0,1.0,7926.35,Germany
528,35.0,3,156687.1,1,1.0,0.0,199320.77,France
582,32.0,1,116409.55,1,0.0,1.0,152790.92,France
