CustomerID,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashBackAmount,Churn
51172,47,Computer,2,8,E Wallet,Female,4,4,Fashion,2,Single,3,1,22,2,6,13,247.15,0
51173,11,Phone,1,18,E Wallet,Male,4,5,Laptop & Accessory,5,Single,2,0,20,1,2,3,143.86,1
51174,3,Computer,1,14,Credit Card,Female,2,1,Laptop & Accessory,2,Single,2,0,19,5,8,7,168.57,0
51175,12,Phone,3,9,Credit Card,Male,4,3,Grocery,2,Married,3,1,15,3,6,1,187.83,1
51176,9,Computer,3,21,COD,Male,4,3,Grocery,5,Single,1,0,15,6,8,19,161.23,0
51177,18,Computer,1,19,Credit Card,Female,2,2,Mobile Phone,5,Married,8,0,24,1,5,1,187.31,0
51178,1,Phone,3,21,COD,Female,3,2,Laptop & Accessory,3,Married,2,0,13,3,6,29,129.5,0
51179,17,Computer,2,21,UPI,Male,3,4,Grocery,5,Married,3,0,17,3,6,12,180.84,0
51180,9,Mobile Phone,1,25,E Wallet,Male,3,4,Laptop & Accessory,4,Single,2,0,24,1,4,4,133.05,0
51181,39,Computer,1,13,Debit Card,Male,3,4,Grocery,2,Married,1,1,18,0,3,2,218.01,0
51182,5,Phone,3,10,Debit Card,Female,2,4,Mobile Phone,4,Single,2,1,20,1,5,15,142.27,1
51183,12,Computer,1,30,Credit Card,Male,4,3,Laptop & Accessory,4,Married,3,0,13,2,5,12,180.46,0
51184,32,Computer,1,8,E Wallet,Female,1,4,Grocery,4,Married,2,0,23,1,4,3,221.44,0
51185,1,Computer,1,9,Credit Card,Male,3,1,Fashion,3,Divorced,5,1,16,1,5,4,123.38,0
51186,33,Phone,1,12,UPI,Male,2,6,Mobile Phone,3,Married,4,0,15,0,3,2,213.71,0
51187,13,Mobile Phone,2,28,E Wallet,Male,3,5,Mobile Phone,4,Married,1,0,24,1,4,12,159.46,0
51188,0,Computer,1,12,Credit Card,Male,3,4,Grocery,4,Married,6,1,20,1,5,18,116.1,1
51189,4,Mobile Phone,1,9,E Wallet,Female,5,3,Laptop & Accessory,4,Married,2,1,15,0,1,2,118.93,0
51190,14,Computer,3,10,Credit Card,Female,4,3,Laptop & Accessory,2,Single,1,0,17,0,4,9,149.01,1
51191,0,Computer,1,10,Debit Card,Female,2,2,Fashion,5,Married,3,0,21,0,1,9,114.88,1
51192,10,Mobile Phone,1,17,Debit Card,Male,3,1,Fashion,4,Married,2,0,14,2,4,9,173.35,0
51193,5,Mobile Phone,2,11,Debit Card,Male,2,2,Grocery,3,Married,3,0,26,0,4,5,145.61,0
51194,11,Computer,2,6,UPI,Male,3,2,Mobile Phone,3,Divorced,1,0,14,3,4,9,161.1,0
51195,0,Mobile Phone,3,48,E Wallet,Female,3,3,Fashion,3,Divorced,2,0,19,3,5,7,144.05,1
51196,24,Mobile Phone,1,7,Credit Card,Male,2,2,Laptop & Accessory,4,Married,6,0,16,3,7,12,205.89,0
51197,43,Computer,3,8,E Wallet,Female,3,3,Grocery,4,Married,4,0,20,0,2,5,207.64,0
51198,41,Mobile Phone,3,21,E Wallet,Female,1,1,Laptop & Accessory,4,Single,1,0,15,1,2,5,228.63,0
51199,16,Mobile Phone,3,9,Credit Card,Female,2,3,Laptop & Accessory,3,Single,2,0,23,3,4,10,170.75,0
51200,1,Phone,1,20,UPI,Male,4,3,Mobile Phone,3,Divorced,4,0,21,4,7,6,136.72,1
51201,17,Mobile Phone,1,18,Credit Card,Female,1,2,Fashion,2,Married,5,0,17,3,4,8,177.59,0
51202,0,Mobile Phone,2,12,UPI,Female,3,2,Laptop & Accessory,3,Divorced,1,1,24,3,7,8,120.22,1
51203,0,Computer,3,20,E Wallet,Female,4,4,Laptop & Accessory,3,Single,3,1,26,3,7,10,153.52,1
51204,4,Computer,2,14,Debit Card,Male,4,2,Mobile Phone,4,Married,2,0,25,2,6,5,134.12,0
51205,8,Phone,1,21,Credit Card,Female,3,4,Grocery,3,Single,3,0,11,3,5,9,137.99,0
51206,17,Phone,1,28,UPI,Male,2,3,Fashion,5,Married,4,1,17,3,7,3,173.94,0
51207,13,Computer,2,9,UPI,Male,4,2,Laptop & Accessory,2,Married,3,0,18,0,2,3,163.19,1
51208,7,Mobile Phone,3,16,Debit Card,Female,3,4,Laptop & Accessory,5,Single,3,0,19,3,4,11,132.24,1
51209,3,Mobile Phone,1,17,Debit Card,Male,2,2,Others,2,Divorced,2,0,21,2,5,9,121.08,1
51210,61,Mobile Phone,1,17,Credit Card,Female,2,3,Fashion,4,Single,2,0,12,1,3,5,278.3,0
51211,6,Mobile Phone,2,20,Debit Card,Male,1,3,Laptop & Accessory,3,Divorced,4,0,25,0,1,3,113.91,0
51212,7,Computer,2,18,Debit Card,Male,2,1,Laptop & Accessory,4,Married,6,0,13,1,4,7,161.94,0
51213,2,Computer,3,9,Debit Card,Male,4,3,Laptop & Accessory,3,Single,1,0,23,1,3,8,135.61,0
51214,19,Mobile Phone,3,9,Debit Card,Male,2,3,Laptop & Accessory,4,Married,3,0,23,2,5,2,191.58,0
51215,14,Computer,2,13,Credit Card,Male,2,5,Fashion,4,Divorced,3,0,14,2,3,11,138.77,0
51216,2,Mobile Phone,1,16,UPI,Male,2,4,Mobile Phone,2,Married,2,0,11,2,3,0,132.74,0
51217,1,Mobile Phone,2,17,Debit Card,Male,2,3,Others,2,Single,1,1,14,1,4,1,103.66,1
51218,13,Computer,3,18,Credit Card,Female,2,4,Mobile Phone,5,Single,1,0,12,1,5,2,167.75,0
51219,12,Mobile Phone,3,19,Credit Card,Male,4,3,Laptop & Accessory,4,Single,4,0,20,2,6,3,156.14,0
51220,3,Mobile Phone,3,19,UPI,Female,2,4,Laptop & Accessory,4,Married,2,0,17,2,4,6,177.42,0
51221,36,Mobile Phone,1,15,Credit Card,Female,4,4,Mobile Phone,2,Single,2,0,11,2,6,5,216.28,0
51222,1,Mobile Phone,3,28,Debit Card,Male,5,3,Others,2,Married,1,0,17,3,6,10,141.03,0
51223,6,Computer,3,9,UPI,Female,4,2,Others,1,Single,1,0,19,2,6,2,125.17,0
51224,34,Phone,2,7,UPI,Female,1,3,Laptop & Accessory,5,Married,5,1,25,0,3,3,198.25,0
51225,6,Mobile Phone,1,16,E Wallet,Female,2,5,Fashion,3,Married,3,0,24,0,2,16,116.29,0
51226,12,Mobile Phone,3,18,Debit Card,Female,2,3,Fashion,3,Married,1,0,19,1,4,6,159.37,0
51227,6,Computer,2,16,Debit Card,Female,3,4,Laptop & Accessory,4,Married,1,0,12,2,3,4,175.98,0
51228,3,Phone,1,12,Debit Card,Female,2,2,Laptop & Accessory,3,Single,6,1,20,2,6,9,124.18,0
51229,49,Mobile Phone,1,18,Debit Card,Male,1,2,Laptop & Accessory,3,Married,2,0,22,2,3,0,216.75,0
51230,6,Mobile Phone,2,10,Debit Card,Male,2,2,Laptop & Accessory,3,Single,4,0,24,3,6,17,168.33,0
51231,26,Computer,2,8,Debit Card,Male,2,3,Mobile Phone,4,Single,2,0,14,1,3,8,204.5,0
51232,3,Computer,1,24,Credit Card,Female,1,3,Mobile Phone,4,Married,1,0,14,2,3,21,132.32,1
51233,2,Mobile Phone,3,12,E Wallet,Male,2,4,Laptop & Accessory,1,Married,3,0,14,2,3,13,124.5,1
51234,0,Computer,3,16,E Wallet,Female,2,2,Others,1,Single,1,0,14,1,3,8,131.82,1
51235,12,Mobile Phone,3,11,Debit Card,Female,4,3,Mobile Phone,2,Divorced,5,0,17,3,6,9,191.2,0
51236,5,Mobile Phone,1,12,COD,Male,2,3,Fashion,1,Single,1,0,18,1,4,3,129.28,0
51237,23,Mobile Phone,2,22,E Wallet,Male,4,5,Fashion,3,Married,4,0,18,4,7,3,207.48,0
51238,7,Computer,1,15,Debit Card,Male,3,4,Fashion,4,Single,8,0,25,3,4,4,152.87,1
51239,41,Mobile Phone,1,15,Debit Card,Female,4,3,Mobile Phone,2,Married,5,0,26,1,5,1,247.88,0
51240,2,Mobile Phone,1,8,Debit Card,Male,3,3,Grocery,3,Single,6,0,22,2,3,13,126.64,1
51241,24,Mobile Phone,3,15,E Wallet,Female,4,4,Laptop & Accessory,3,Married,2,0,25,2,6,6,207.53,0
51242,17,Computer,1,11,Debit Card,Male,2,1,Others,5,Single,3,0,18,2,4,5,191.91,0
51243,17,Mobile Phone,1,38,Debit Card,Female,4,3,Laptop & Accessory,5,Married,2,0,20,4,7,3,207.61,0
51244,22,Mobile Phone,1,11,Credit Card,Female,2,2,Laptop & Accessory,3,Single,4,1,13,1,3,3,175.19,0
51245,17,Mobile Phone,2,27,E Wallet,Female,4,2,Fashion,1,Divorced,4,0,14,2,5,13,207.1,0
51246,11,Computer,3,16,Credit Card,Male,1,3,Fashion,2,Married,2,0,12,1,3,7,147.76,1
51247,1,Mobile Phone,3,9,Credit Card,Female,3,5,Fashion,2,Single,2,0,17,1,3,8,136.0,1
51248,0,Mobile Phone,1,22,Debit Card,Male,3,5,Fashion,3,Divorced,2,0,12,2,5,12,152.16,1
51249,30,Mobile Phone,1,27,Credit Card,Male,3,5,Mobile Phone,4,Divorced,4,1,26,0,3,3,213.41,1
51250,11,Computer,1,32,Credit Card,Male,3,1,Laptop & Accessory,1,Married,1,0,18,0,3,19,142.64,0
51251,19,Computer,3,17,Credit Card,Male,3,4,Grocery,2,Married,6,0,22,1,2,4,155.79,0
51252,7,Computer,1,11,Credit Card,Male,4,4,Mobile Phone,3,Divorced,1,0,12,1,2,4,134.25,0
51253,1,Computer,1,11,Debit Card,Male,2,3,Laptop & Accessory,4,Divorced,2,0,23,2,5,7,147.14,0
51254,1,Phone,2,17,Debit Card,Male,2,2,Laptop & Accessory,2,Married,1,0,19,5,8,7,141.19,1
51255,13,Mobile Phone,1,8,Debit Card,Male,4,4,Fashion,3,Married,2,0,20,2,6,2,164.52,1
51256,6,Phone,1,9,Debit Card,Female,2,2,Laptop & Accessory,3,Married,4,1,24,3,7,23,163.55,1
51257,2,Mobile Phone,1,15,Debit Card,Female,4,3,Grocery,5,Married,4,0,14,4,6,9,137.4,1
51258,8,Mobile Phone,1,21,Debit Card,Male,3,3,Fashion,4,Divorced,2,1,15,6,7,2,151.03,0
51259,0,Computer,2,13,Credit Card,Female,1,3,Mobile Phone,5,Married,2,1,17,1,3,1,147.81,0
51260,10,Mobile Phone,3,32,Debit Card,Female,1,4,Grocery,2,Married,2,0,21,1,3,3,147.01,0
51261,3,Mobile Phone,1,18,UPI,Male,4,2,Grocery,5,Married,2,0,15,0,2,2,114.17,0
51262,19,Mobile Phone,1,13,UPI,Male,4,3,Grocery,3,Single,4,1,13,0,3,2,179.48,0
51263,4,Computer,3,11,Credit Card,Male,2,4,Mobile Phone,3,Single,5,1,18,2,5,17,159.43,1
51264,7,Mobile Phone,3,10,Credit Card,Male,2,4,Fashion,3,Single,2,0,20,1,5,4,136.29,0
51265,0,Computer,1,20,COD,Male,5,3,Mobile Phone,3,Married,4,1,11,1,4,2,129.63,0
51266,0,Computer,2,11,Credit Card,Female,3,2,Mobile Phone,2,Married,3,0,26,1,5,8,127.05,1
51267,5,Computer,1,17,UPI,Female,2,2,Mobile Phone,2,Single,1,0,20,0,4,7,153.84,1
51268,7,Mobile Phone,3,9,UPI,Female,3,4,Laptop & Accessory,3,Married,3,0,20,1,3,12,141.34,0
51269,10,Phone,3,9,COD,Female,4,1,Laptop & Accessory,4,Married,2,1,19,2,3,17,131.48,0
51270,4,Mobile Phone,2,15,Credit Card,Female,3,3,Fashion,4,Single,4,1,18,2,6,18,142.26,1
51271,14,Mobile Phone,2,9,Debit Card,Female,3,2,Others,3,Single,2,0,26,4,6,20,183.28,1
51272,23,Mobile Phone,1,24,Debit Card,Male,2,3,Laptop & Accessory,2,Single,4,0,18,6,10,7,207.22,0
51273,18,Computer,2,8,Credit Card,Male,3,2,Mobile Phone,1,Married,3,1,20,1,3,10,166.98,1
51274,0,Mobile Phone,2,9,Credit Card,Male,2,3,Mobile Phone,2,Divorced,4,0,23,1,4,0,113.45,0
51275,7,Mobile Phone,2,25,Debit Card,Male,3,4,Mobile Phone,2,Married,10,0,15,2,5,9,148.84,0
51276,1,Mobile Phone,1,23,Debit Card,Female,3,4,Laptop & Accessory,3,Married,5,1,20,1,2,3,125.01,1
51277,3,Mobile Phone,2,25,E Wallet,Male,3,2,Fashion,5,Single,4,0,23,1,5,4,130.58,0
51278,51,Computer,2,10,Credit Card,Female,2,3,Mobile Phone,2,Divorced,2,0,15,1,5,5,279.56,0
51279,1,Computer,1,15,E Wallet,Male,3,3,Mobile Phone,4,Divorced,3,0,14,2,3,0,133.6,0
51280,8,Computer,1,16,E Wallet,Female,3,3,Fashion,2,Married,3,1,11,0,2,2,113.98,1
51281,11,Mobile Phone,1,13,Credit Card,Female,3,4,Mobile Phone,5,Divorced,4,0,23,1,4,7,132.58,0
51282,14,Mobile Phone,3,19,Debit Card,Female,1,1,Mobile Phone,2,Married,1,0,18,2,5,10,194.77,0
51283,9,Phone,2,23,UPI,Male,2,2,Mobile Phone,3,Married,3,1,18,1,2,11,146.66,0
51284,0,Mobile Phone,3,14,Debit Card,Female,2,2,Others,1,Married,3,0,21,5,8,6,142.4,1
51285,4,Computer,1,9,UPI,Male,4,2,Laptop & Accessory,2,Single,2,1,14,2,6,15,167.02,1
51286,8,Mobile Phone,3,19,UPI,Female,3,1,Others,1,Divorced,3,0,24,3,4,0,164.23,0
51287,1,Phone,3,16,Credit Card,Female,4,5,Laptop & Accessory,1,Single,6,0,26,1,5,7,129.62,0
51288,5,Mobile Phone,1,22,E Wallet,Female,4,2,Laptop & Accessory,3,Divorced,4,0,13,2,4,2,155.08,0
51289,0,Mobile Phone,1,19,Credit Card,Female,3,1,Others,4,Divorced,3,1,23,0,1,10,148.14,0
51290,0,Computer,1,26,UPI,Male,2,3,Grocery,1,Single,4,0,21,0,2,11,138.6,1
51291,6,Computer,3,16,Debit Card,Male,2,5,Mobile Phone,2,Married,4,0,18,5,7,5,155.51,1
51292,1,Mobile Phone,1,29,Credit Card,Female,2,5,Mobile Phone,2,Married,4,0,26,3,5,25,129.04,1
51293,10,Computer,1,28,Debit Card,Female,3,3,Laptop & Accessory,5,Married,5,1,20,1,2,11,150.34,0
51294,14,Computer,1,20,COD,Female,3,2,Laptop & Accessory,3,Single,4,0,20,0,1,2,176.86,0
51295,19,Mobile Phone,3,23,COD,Female,4,1,Laptop & Accessory,1,Married,5,0,17,3,6,11,188.99,0
51296,2,Mobile Phone,1,26,E Wallet,Female,1,2,Laptop & Accessory,3,Married,3,0,25,0,1,17,145.75,0
51297,2,Mobile Phone,1,14,Credit Card,Male,3,2,Mobile Phone,4,Single,3,0,19,3,6,8,129.54,0
51298,1,Mobile Phone,2,26,Debit Card,Female,3,4,Mobile Phone,5,Married,2,0,13,1,4,11,127.08,1
51299,12,Computer,2,18,Credit Card,Male,3,5,Fashion,4,Divorced,3,1,14,1,5,16,146.49,0
51300,14,Mobile Phone,2,21,E Wallet,Male,2,1,Laptop & Accessory,2,Single,4,0,24,0,3,2,193.59,0
51301,0,Mobile Phone,2,22,E Wallet,Female,3,3,Mobile Phone,4,Married,2,0,19,3,6,3,152.8,0
51302,33,Mobile Phone,3,20,Credit Card,Female,3,5,Others,1,Married,2,0,26,2,3,10,192.22,0
51303,0,Mobile Phone,3,16,UPI,Male,3,4,Grocery,3,Single,5,0,11,3,6,10,134.08,0
51304,9,Mobile Phone,3,24,Credit Card,Female,2,4,Mobile Phone,2,Married,1,0,14,1,5,6,145.85,0
51305,14,Mobile Phone,1,43,UPI,Male,4,5,Laptop & Accessory,5,Married,6,0,23,1,4,16,168.49,0
51306,24,Mobile Phone,3,44,Credit Card,Male,2,3,Laptop & Accessory,1,Single,5,0,22,2,5,11,195.71,0
51307,15,Phone,1,18,Debit Card,Male,4,3,Mobile Phone,2,Married,4,0,26,2,6,6,200.2,0
51308,19,Mobile Phone,1,25,E Wallet,Male,4,4,Fashion,2,Married,4,0,23,2,5,8,190.02,0
51309,4,Computer,3,43,UPI,Female,3,3,Others,3,Married,3,0,21,1,3,2,144.71,1
51310,20,Mobile Phone,3,13,Credit Card,Female,3,2,Grocery,5,Single,3,1,24,2,5,4,203.82,1
51311,1,Mobile Phone,2,21,Credit Card,Male,4,4,Mobile Phone,4,Married,3,0,11,3,5,22,160.99,0
51312,27,Mobile Phone,3,21,UPI,Male,3,4,Mobile Phone,1,Single,1,1,23,2,4,2,202.27,0
51313,9,Mobile Phone,3,42,UPI,Male,3,3,Laptop & Accessory,4,Single,5,0,23,2,5,1,131.31,0
51314,20,Phone,2,28,COD,Female,4,3,Laptop & Accessory,3,Single,5,0,20,2,5,9,196.91,1
51315,7,Phone,2,16,Credit Card,Male,4,1,Mobile Phone,1,Married,3,0,14,2,5,5,123.52,0
51316,12,Computer,3,17,Credit Card,Male,2,4,Laptop & Accessory,5,Divorced,2,0,26,1,3,4,151.26,0
51317,8,Computer,1,11,UPI,Female,5,2,Laptop & Accessory,1,Married,2,0,22,1,2,5,164.37,0
51318,15,Mobile Phone,1,10,Credit Card,Male,5,3,Others,3,Divorced,2,0,21,3,5,4,179.22,0
51319,1,Mobile Phone,3,20,Credit Card,Female,2,3,Fashion,3,Single,1,0,22,5,6,18,111.64,1
51320,0,Phone,1,19,Credit Card,Male,3,3,Mobile Phone,3,Married,3,0,16,1,2,3,135.13,0
51321,3,Computer,1,15,Credit Card,Female,1,3,Grocery,4,Married,1,1,16,3,6,5,146.77,0
51322,2,Computer,1,11,Debit Card,Male,2,2,Laptop & Accessory,1,Married,4,0,19,0,2,20,128.01,0
51323,24,Mobile Phone,1,13,Debit Card,Female,3,4,Mobile Phone,3,Single,3,0,18,1,2,8,197.45,0
51324,2,Mobile Phone,3,36,E Wallet,Male,3,2,Laptop & Accessory,3,Married,5,1,18,0,2,5,129.88,1
51325,44,Phone,2,11,Credit Card,Male,3,1,Others,3,Single,2,0,13,2,6,11,233.84,0
51326,4,Mobile Phone,2,8,UPI,Male,3,2,Others,3,Married,6,1,16,1,5,6,147.99,0
51327,2,Mobile Phone,3,20,Debit Card,Female,4,3,Mobile Phone,3,Married,4,1,11,0,2,9,112.0,0
51328,18,Mobile Phone,3,13,Credit Card,Female,2,3,Mobile Phone,4,Single,1,0,21,2,4,9,153.2,0
51329,12,Computer,2,22,COD,Male,3,4,Others,1,Married,2,0,25,2,4,12,165.24,0
51330,8,Mobile Phone,3,21,Credit Card,Female,3,2,Laptop & Accessory,1,Divorced,7,0,13,3,6,2,163.23,0
51331,9,Computer,2,9,Credit Card,Female,2,4,Mobile Phone,5,Divorced,7,0,20,2,5,15,178.88,0
51332,15,Mobile Phone,1,20,UPI,Female,2,1,Fashion,2,Divorced,3,1,17,1,3,7,162.05,0
51333,3,Computer,1,14,E Wallet,Female,3,3,Fashion,4,Married,4,0,19,3,7,12,142.87,0
51334,61,Computer,2,24,Credit Card,Female,4,4,Fashion,2,Single,2,0,12,5,7,17,276.72,0
51335,44,Mobile Phone,2,24,UPI,Male,2,3,Others,1,Single,2,0,19,2,4,8,219.48,1
51336,12,Computer,2,10,Debit Card,Female,2,5,Laptop & Accessory,2,Single,2,0,19,1,3,4,127.57,1
51337,2,Mobile Phone,2,9,Credit Card,Female,3,3,Fashion,1,Married,2,0,20,5,7,11,151.69,1
51338,13,Mobile Phone,1,24,UPI,Male,5,4,Grocery,4,Married,4,1,18,1,5,12,179.7,0
51339,0,Computer,1,22,Credit Card,Female,3,3,Laptop & Accessory,2,Married,1,1,25,2,3,2,142.15,1
51340,0,Mobile Phone,2,10,COD,Female,2,3,Grocery,5,Married,1,0,24,3,4,5,136.23,1
51341,3,Mobile Phone,1,24,Debit Card,Male,2,1,Fashion,3,Divorced,3,0,26,2,3,4,130.36,0
51342,7,Mobile Phone,2,15,Credit Card,Male,1,2,Mobile Phone,2,Married,3,1,11,1,2,2,138.4,0
51343,24,Mobile Phone,2,7,Credit Card,Female,2,3,Fashion,3,Divorced,2,0,12,0,4,4,179.98,0
51344,15,Computer,2,12,E Wallet,Male,1,3,Others,5,Single,4,1,15,2,4,8,187.73,0
51345,16,Mobile Phone,1,13,Debit Card,Male,3,6,Others,3,Single,1,0,25,4,7,7,171.03,0
51346,6,Phone,2,6,Debit Card,Male,5,4,Laptop & Accessory,4,Married,10,0,24,1,2,13,103.14,0
51347,5,Phone,3,26,COD,Male,4,4,Others,3,Married,2,0,16,1,3,10,135.48,0
51348,5,Mobile Phone,3,27,UPI,Female,3,2,Laptop & Accessory,3,Married,2,0,18,2,3,5,149.79,0
51349,52,Mobile Phone,3,29,Credit Card,Female,3,3,Laptop & Accessory,5,Divorced,2,0,12,2,3,3,261.04,0
51350,0,Computer,2,10,Credit Card,Female,3,2,Fashion,3,Married,5,1,18,6,7,5,128.71,1
51351,24,Mobile Phone,1,13,Credit Card,Female,2,3,Mobile Phone,3,Single,2,0,13,1,5,7,188.01,0
51352,10,Mobile Phone,2,14,UPI,Male,2,1,Mobile Phone,5,Married,3,0,24,2,4,0,134.27,0
51353,6,Mobile Phone,3,9,Credit Card,Female,3,3,Laptop & Accessory,3,Single,2,0,19,0,4,2,156.95,1
51354,15,Computer,1,18,UPI,Male,3,3,Fashion,3,Married,1,0,24,2,6,2,145.18,0
51355,8,Computer,1,10,COD,Female,4,2,Laptop & Accessory,4,Divorced,2,0,16,2,3,4,178.73,0
51356,24,Mobile Phone,1,15,Credit Card,Female,3,4,Mobile Phone,2,Single,1,0,13,2,5,16,193.63,0
51357,27,Mobile Phone,3,11,Debit Card,Male,4,3,Mobile Phone,1,Divorced,8,0,26,2,4,11,180.4,0
51358,6,Phone,2,20,Credit Card,Female,1,2,Laptop & Accessory,3,Single,1,0,13,2,3,6,108.12,0
51359,3,Computer,1,23,UPI,Female,4,6,Mobile Phone,2,Single,9,0,19,2,5,11,124.71,1
51360,10,Computer,3,15,Credit Card,Male,5,3,Fashion,3,Married,3,0,11,1,4,5,147.12,1
51361,29,Computer,2,14,UPI,Male,3,1,Grocery,4,Divorced,1,1,24,1,5,7,193.63,0
51362,2,Mobile Phone,1,19,UPI,Female,3,3,Mobile Phone,2,Single,2,0,19,4,6,16,122.64,1
51363,11,Computer,1,7,Credit Card,Male,5,5,Laptop & Accessory,4,Single,2,0,16,2,6,4,172.52,1
51364,11,Mobile Phone,1,12,Credit Card,Female,2,5,Laptop & Accessory,2,Married,4,0,17,2,3,2,147.12,0
51365,15,Mobile Phone,2,10,E Wallet,Male,4,2,Fashion,1,Married,4,0,19,3,7,5,161.15,0
51366,1,Computer,1,27,Debit Card,Female,2,4,Mobile Phone,1,Married,2,1,18,1,2,4,174.35,1
51367,15,Mobile Phone,2,41,Credit Card,Male,3,3,Mobile Phone,3,Single,1,1,19,3,4,3,151.59,1
51368,28,Phone,3,9,Debit Card,Female,3,1,Mobile Phone,2,Married,6,0,18,1,5,6,202.19,1
51369,2,Mobile Phone,2,16,UPI,Male,2,4,Fashion,3,Single,3,0,14,3,6,12,128.94,1
51370,3,Phone,1,10,COD,Male,5,3,Laptop & Accessory,3,Married,2,1,19,1,5,9,184.81,1
51371,42,Phone,2,10,Debit Card,Male,2,3,Mobile Phone,5,Divorced,3,0,25,7,9,11,270.99,0
51372,2,Mobile Phone,3,16,E Wallet,Male,2,3,Fashion,3,Divorced,3,0,11,3,5,2,152.54,1
51373,23,Computer,1,14,E Wallet,Female,2,3,Mobile Phone,5,Divorced,5,0,23,1,3,9,171.55,0
51374,8,Mobile Phone,1,16,E Wallet,Male,4,4,Mobile Phone,5,Married,1,0,18,2,6,17,179.49,0
51375,3,Phone,2,10,E Wallet,Male,2,3,Fashion,5,Married,3,0,19,1,2,0,91.2,0
51376,24,Mobile Phone,2,16,Debit Card,Female,3,2,Laptop & Accessory,3,Divorced,1,1,15,2,6,2,231.79,0
51377,7,Computer,1,27,Debit Card,Male,4,4,Grocery,2,Married,1,0,26,0,2,6,136.07,1
51378,8,Mobile Phone,3,21,Debit Card,Female,2,2,Mobile Phone,4,Married,2,0,24,2,3,3,144.79,0
51379,5,Mobile Phone,2,8,COD,Male,2,5,Fashion,2,Married,1,1,17,5,7,5,146.27,1
51380,10,Mobile Phone,3,31,Credit Card,Male,1,3,Laptop & Accessory,5,Married,3,0,15,0,1,17,160.66,1
51381,2,Mobile Phone,1,10,COD,Female,3,1,Fashion,1,Married,5,0,11,1,5,4,126.86,0
51382,5,Computer,3,10,Credit Card,Male,2,3,Laptop & Accessory,4,Married,2,0,22,3,7,3,143.29,1
51383,41,Computer,1,23,Credit Card,Female,3,3,Fashion,3,Married,3,1,14,0,4,2,231.25,0
51384,3,Computer,2,16,E Wallet,Female,4,1,Laptop & Accessory,3,Married,1,1,24,2,5,11,159.68,0
51385,12,Mobile Phone,2,14,E Wallet,Female,4,1,Mobile Phone,1,Married,2,1,23,0,2,4,187.02,0
51386,4,Mobile Phone,1,13,Debit Card,Female,3,6,Fashion,5,Married,4,0,21,1,5,3,141.48,0
51387,17,Mobile Phone,3,13,Debit Card,Male,4,3,Fashion,4,Divorced,6,0,24,2,6,0,166.67,0
51388,1,Computer,1,14,Debit Card,Male,2,2,Laptop & Accessory,2,Married,1,0,11,1,5,6,148.59,0
51389,42,Phone,2,19,UPI,Female,3,3,Mobile Phone,5,Married,3,1,19,5,7,16,271.82,0
51390,7,Mobile Phone,1,20,E Wallet,Female,2,1,Laptop & Accessory,3,Divorced,4,1,25,1,2,18,123.51,0
51391,3,Mobile Phone,3,14,Debit Card,Female,3,1,Grocery,2,Single,3,0,25,4,8,15,159.5,1
51392,0,Mobile Phone,1,28,Debit Card,Male,3,2,Others,3,Married,2,0,19,0,3,6,161.25,1
51393,2,Computer,3,16,Credit Card,Male,2,4,Laptop & Accessory,2,Single,9,1,24,1,3,13,134.37,1
51394,8,Computer,3,18,Credit Card,Male,4,2,Mobile Phone,4,Married,2,0,13,2,5,12,162.8,0
51395,4,Computer,3,25,Credit Card,Male,2,3,Mobile Phone,1,Single,3,0,26,2,4,10,146.97,0
51396,21,Mobile Phone,1,11,COD,Female,3,2,Laptop & Accessory,5,Married,4,0,17,0,1,3,173.05,0
51397,6,Computer,2,20,E Wallet,Male,3,3,Fashion,3,Divorced,1,0,18,2,6,9,194.42,0
51398,3,Computer,1,11,Debit Card,Male,3,3,Mobile Phone,1,Married,2,0,18,1,5,1,150.17,1
51399,11,Mobile Phone,3,10,Debit Card,Female,1,3,Mobile Phone,4,Married,2,1,17,0,3,4,168.31,0
51400,14,Mobile Phone,3,29,Credit Card,Female,3,3,Laptop & Accessory,5,Single,1,0,24,1,5,6,144.48,0
51401,2,Mobile Phone,2,33,Credit Card,Male,1,3,Laptop & Accessory,5,Divorced,1,0,14,2,5,4,137.1,1
51402,2,Mobile Phone,3,18,E Wallet,Male,4,4,Others,2,Divorced,9,0,11,4,6,1,155.42,1
51403,0,Computer,1,12,Credit Card,Female,2,2,Others,2,Divorced,1,1,26,4,5,2,128.14,0
51404,15,Mobile Phone,2,19,Credit Card,Male,2,3,Laptop & Accessory,5,Married,2,0,12,1,4,5,187.46,0
51405,13,Computer,1,16,Credit Card,Male,3,4,Mobile Phone,2,Married,1,0,25,0,4,11,156.43,1
51406,7,Computer,3,22,Debit Card,Male,3,2,Laptop & Accessory,2,Single,3,1,16,2,5,11,154.72,1
51407,22,Mobile Phone,3,16,Credit Card,Male,2,5,Fashion,3,Divorced,4,0,25,1,5,9,213.4,0
51408,19,Computer,3,16,E Wallet,Female,2,4,Laptop & Accessory,2,Married,1,0,20,3,4,10,178.82,0
